id,asin
4814,6305104735
4815,6305326681
4816,6305364206
4817,6305428115
4818,6305460167
4819,630545275X
4820,6305768374
4821,6305770182
4822,B00003CWL9
4823,B00004SZK6
4824,B00004X022
4825,B00004Y6A4
4826,B0000524F7
4827,B000053VEG
4828,B000053VGY
4829,B000056MOF
4830,B0002OXV1O
4831,B0002S648C
4832,B00062IYRS
4833,B00065CQLU
4834,B0006Z2L38
4835,B0007XBM1Q
4836,B0007YMWGY
4837,B0009RQS7I
4838,B0009UKUI8
4839,B000A7Q2KA
4840,B000A83CFM
4841,B000AB0Z4U
4842,B000AMZJRW
4843,B000AOEPUM
4844,B000AYEL6A
4845,B000BBOUAO
4846,B000BF0CN4
4847,B000BVM1XC
4848,B000BWFWFA
4849,B000BYA4JW
4850,B000BYRCC4
4851,B000CRR3J2
4852,B000E3LGUQ
4853,B000EF5MJ0
4854,B000EHT5N2
4855,B000ELJ3GM
4856,B000F1IQI2
4857,B000FOQ0A0
4858,B000FP7MHO
4859,B000FTCETG
4860,B000FZEQUA
4861,B000G2YC92
4862,B000G6BLEW
4863,B000GDH9J6
4864,B000GLL1AQ
4865,B000GNOGW4
4866,B000GYI32M
4867,B000H6SY78
4868,B000I8OFK0
4869,B000ION794
4870,B000IZJQRU
4871,B000J10F7I
4872,B000J10KNC
4873,B000J3OTOG
4874,B000KHX71M
4875,B000LAZDOW
4876,B000N8UXXI
4877,B000NHG7FW
4878,B000NJLM1Y
4879,B000O0YV7O
4880,B000OY8NJW
4881,B000P6XPZQ
4882,B000PC1PAW
4883,B000PC6YTY
4884,0784017875
4885,079398257X
4886,6302161479
4887,6302148278
4888,6302287715
4889,6302313880
4890,6302605016
4891,6302636671
4892,6302682231
4893,6302766338
4894,6302967899
4895,6302999472
4896,630301402X
4897,6303912737
4898,6304022646
4899,6304074646
4900,6304285388
4901,6304326270
4902,6304475357
4903,6304501153
4904,6305807906
4905,6305972060
4906,B00000F5G5
4907,B00000F7FH
4908,B00000F3NB
4909,B00000IBRS
4910,B00005BCK9
4911,B00005BGS5
4912,B00005JLZW
4913,B00005JN8Q
4914,B00005JLR8
4915,B00005JOEC
4916,B00005KA74
4917,B00006FDCE
4918,B00006FME6
4919,B00006JUJ7
4920,B00007G1WT
4921,B00007H24I
4922,B0000844ML
4923,B000089QAP
4924,B00008NV4G
4925,B000092Q8R
4926,B000096IAA
4927,B00009KNU5
4928,B0000CABJJ
4929,B0000DJZ83
4930,B0000UX4V2
4931,B00015HWX2
4932,B00019GH8E
4933,B00019GHQQ
4934,B0002235P8
4935,B000260R82
4936,B00029NKS8
4937,B0002KPIKK
4938,1577423232
4939,6160418289
4940,6300146057
4941,6301538250
4942,6301514025
4943,6301647742
4944,6301720555
4945,6301750667
4946,6303005233
4947,6303004989
4948,6303101526
4949,6303450830
4950,6304972857
4951,6305067317
4952,6305080259
4953,6305080224
4954,6305438420
4955,6305470146
4956,6305546975
4957,6305772347
4958,B00003O02T
4959,B00004VY2A
4960,B000053V4F
4961,B000053W55
4962,B0000542CI
4963,B000056MMF
4964,B0002PYST2
4965,B000641ZU4
4966,B000683DK0
4967,B0006TPE1A
4968,B0007N1JC8
4969,B0007XG51I
4970,B000977JBW
4971,B0009F2EPU
4972,B0009HLCEW
4973,B0009MAPX6
4974,B0009PVZEG
4975,B000A2HABK
4976,B000A2XC7G
4977,B000B5XOS4
4978,B000BITV10
4979,B000BNX4YA
4980,B000BNXD6O
4981,B000BO0LF4
4982,B000BX8QSE
4983,B000BZ8IBM
4984,B000CEXF7O
4985,B000CPKAXU
4986,B000CRR3EC
4987,B000DZF20U
4988,B000EQ5VA4
4989,B000FKO3T4
4990,B000HT387G
4991,B000J2BBIE
4992,B000JMKB6W
4993,B000KC496Y
4994,B000KF0DF2
4995,B0009F4YZS
4996,B000L45YEW
4997,B000LC3IE2
4998,B000M7XRGA
4999,B000NDIB32
5000,B000NEHLP0
5001,B000NVKZUG
5002,B000P28UFU
5003,B000PC1PAM
5004,0764004581
5005,0849975034
5006,1560154012
5007,6301965965
5008,6301967852
5009,6302111285
5010,6302227178
5011,6302233852
5012,6302253764
5013,6302256690
5014,6302305950
5015,6302350875
5016,630241346X
5017,6302507308
5018,6302470021
5019,6302782511
5020,630287498X
5021,6302993040
5022,6303953344
5023,6304187262
5024,630428845X
5025,6304379471
5026,6304432402
5027,630446083X
5028,9089701524
5029,6304744536
5030,B000005XPV
5031,B00000I682
5032,B00000INCJ
5033,B00002E24S
5034,B00005JO9S
5035,B00005NGBV
5036,B00005NX1M
5037,B00005QX88
5038,B00005RDS6
5039,B00005U8EN
5040,B00005U8QL
5041,B00005V1WQ
5042,B00005YDDN
5043,B00005YUPD
5044,B000067IYR
5045,B0000687FF
5046,B0000687F2
5047,B00006AGH3
5048,B00006LPDV
5049,B00006LPGB
5050,B00006NT1R
5051,B00006RCQD
5052,B00007AJG3
5053,B00007KE63
5054,B00008973I
5055,B00008974O
5056,B00008O32J
5057,B000094HMT
5058,B00009MEKO
5059,B00009PY4I
5060,B0000CABIK
5061,B0000TGA0U
5062,B00011HIVM
5063,B0001F0WM0
5064,B0001NBLWM
5065,B0001US8DU
5066,B0002KPICS
5067,1573624101
5068,1933424338
5069,6300163687
5070,6300213641
5071,6300213579
5072,6300270300
5073,6301005783
5074,6300275116
5075,6301558308
5076,6301744128
5077,6303284043
5078,6303471471
5079,6303451543
5080,6303451586
5081,6303467695
5082,6303667031
5083,630506685X
5084,6305263671
5085,6305556687
5086,B00003ETJU
5087,B00004CKAF
5088,B00004REJJ
5089,B00004TQF7
5090,B00004W5WT
5091,B00004WGBA
5092,B00004YRX2
5093,B000053V7I
5094,B0000541UV
5095,B000055YV3
5096,B00005AAEH
5097,B0002M5TP2
5098,B0007LXOPK
5099,B0007R4TM6
5100,B0007TKHF2
5101,B0007UDCB2
5102,B0007US7BC
5103,B0007V6IVW
5104,B000A0GYCI
5105,B000AUMH38
5106,B000AXWHOY
5107,B000BBYDU6
5108,B000BOH98G
5109,B000EWBO7W
5110,B000FVQYSG
5111,B000I0RVV8
5112,B000J10ERE
5113,B000KGH070
5114,B000L21286
5115,B000LPS2P4
5116,B000LV6OAI
5117,B000MCH586
5118,6304677189
5119,B000O75GEY
5120,B000O78KYM
5121,B000OIOOUU
5122,B000OPOALG
5123,B000PATZLA
5124,0783229712
5125,097131649X
5126,6301920376
5127,6301966074
5128,6302148669
5129,6302157471
5130,6302152461
5131,6302586143
5132,630264660X
5133,6303929583
5134,6304056893
5135,6304092032
5136,6304268432
5137,6304392214
5138,B000001BP7
5139,B00005MKOW
5140,B00005NGAF
5141,B00005R1N2
5142,B0000648YL
5143,B0000694XO
5144,B00006FDAH
5145,B00008AOVL
5146,B00008AOTW
5147,B00009MEK6
5148,B00009N84F
5149,B00009RDGY
5150,B0000AGWHE
5151,B0000D0YVO
5152,B0000DBK9X
5153,B0000TG492
5154,B0000V492O
5155,B0001A7TQM
5156,B0001I54Q6
5157,B0002F6BTC
5158,1888617098
5159,6301798066
5160,6303415520
5161,6303522661
5162,6303584993
5163,6303679021
5164,630450389X
5165,6304623631
5166,6304766750
5167,6305170444
5168,6305538417
5169,B00003CXQ6
5170,B00004TJSE
5171,B00004W0T9
5172,B00004Y56D
5173,B00004ZB6M
5174,B0002M5TOI
5175,B00061I29E
5176,B00061I294
5177,B0006TL806
5178,B0007939Q6
5179,B0007QA0D4
5180,B00080XWUC
5181,B00097DY3Y
5182,B000A59PM4
5183,B000ARXG0E
5184,B000ASKK2K
5185,B000C6NP72
5186,B000CDSS1I
5187,B000CEXF6A
5188,B000CR7U68
5189,B000CSNCI2
5190,B000DN5WUW
5191,B000E33VZO
5192,B000FIKFRK
5193,B000FS9MUQ
5194,6303651542
5195,B000GIXIC8
5196,B000GWGAY2
5197,B000GY728I
5198,B000HC2M02
5199,B000HC2M2K
5200,B000HXDWI2
5201,B000I2JDBM
5202,B000I3ONLG
5203,B000JLQPTK
5204,B000KJU13C
5205,B000LC4Z9E
5206,B000LV6OJY
5207,B000N6UDDU
5208,B000NK0QUG
5209,0783211201
5210,0784011532
5211,0792153189
5212,0971366306
5213,097369470X
5214,0976202468
5215,6301766180
5216,630180130X
5217,6301976460
5218,6302023750
5219,6302199719
5220,6302873150
5221,6302995957
5222,6304042906
5223,6304155697
5224,6304277415
5225,6304282699
5226,6304383169
5227,6304405901
5228,6305791953
5229,B00000657W
5230,B000006ND5
5231,B00000JYWY
5232,B00000JZIJ
5233,B00005AVZS
5234,B00005B1ZM
5235,B00005BJEF
5236,B00005JOJR
5237,B00005LMA9
5238,B00005NKCP
5239,B00005OM4Z
5240,B00005Q4EX
5241,B00005TNFV
5242,B00005U8F4
5243,B0000648WT
5244,B00006954J
5245,B00007IG1M
5246,B000088DSM
5247,B00008PW1F
5248,B00008V2US
5249,B000096I9U
5250,B0000YTPG6
5251,B00019G4XC
5252,B0001AVZWQ
5253,B0001DMW7A
5254,B0001LJBTE
5255,B0001Z3IK8
5256,1573629774
5257,5555291744
5258,6300185125
5259,6300186016
5260,630113284X
5261,6301248236
5262,6303250726
5263,6303215688
5264,6303269370
5265,6303625959
5266,630369084X
5267,6303686818
5268,6304541333
5269,6304819323
5270,6305138982
5271,6305186693
5272,6305234965
5273,6305570051
5274,B00003CXXR
5275,B000056VOW
5276,B000059PP2
5277,B0002NY8FI
5278,B0002S643C
5279,B0002UNQGS
5280,B0002WZTCA
5281,B0002ZDWK8
5282,B00065D1B4
5283,B00070HK24
5284,B0007PAM24
5285,B0007XLFEU
5286,B0008EN6MC
5287,B0009JE7NI
5288,B000A1OFY6
5289,B000A2UBPW
5290,B000B8AVG4
5291,B000CCZR86
5292,B000CR7J3M
5293,B000EAT23C
5294,B000EGYX3A
5295,B000EOTVVQ
5296,B000ERVKB2
5297,B000EXZFHG
5298,B000EZ7ZXQ
5299,B000F7CMQS
5300,B000F8O2RY
5301,B000FJGR6W
5302,B000G6BL60
5303,B000H5TVK8
5304,B000HT3P8I
5305,B000I9WULK
5306,B000IB16IQ
5307,B000ILYYUS
5308,B000JGZA28
5309,B000JVSV8I
5310,B000K2Q7CI
5311,B000KQF6Z8
5312,B00083B94U
5313,B000LP5FS6
5314,B000LQISG6
5315,B000MGI7WK
5316,B000MGBLIC
5317,B000MPEI9W
5318,B000MQCFLO
5319,B000MR9EQM
5320,B000MRNWME
5321,B000MV8ADQ
5322,B000MX7V4S
5323,B000N4SHX0
5324,B000NIVNSW
5325,B000NJM6E6
5326,B000O179GI
5327,0767821610
5328,0783229569
5329,0783243499
5330,0783235674
5331,1571320377
5332,6301798945
5333,6301817761
5334,6302241073
5335,6302451787
5336,6302491975
5337,6302682509
5338,6302725542
5339,6302756499
5340,6302800854
5341,6304195281
5342,6304235313
5343,6304311885
5344,6304452829
5345,6305650691
5346,6305958181
5347,6305869316
5348,753741436X
5349,B00000F1KB
5350,B00000GIHM
5351,B00000INB3
5352,B00000K13T
5353,B000031EGU
5354,B00005AX6F
5355,B00005BIG5
5356,B00005JNHU
5357,B00005PJ8W
5358,B00005QAQE
5359,B0000687FU
5360,B00006AW5L
5361,B00006G8HN
5362,B00006HAXF
5363,B00006L90U
5364,B00007DL9J
5365,B0000897AQ
5366,B00008K78A
5367,B000093NTX
5368,B00009XN4C
5369,B0000APVIX
5370,B0000B1OGK
5371,B0000CNY5E
5372,B0000YED1S
5373,B00016113I
5374,B0001Y4LZU
5375,B0002ABSR2
5376,B0002DVA2W
5377,1573628174
5378,6300209253
5379,6301480473
5380,6301661729
5381,6301788494
5382,6303066720
5383,6303383378
5384,6303481345
5385,6303499171
5386,6303614337
5387,6303534384
5388,6303625827
5389,6303908225
5390,6304667515
5391,6305277044
5392,6305291403
5393,630567681X
5394,B00004TJMR
5395,B00004WC7W
5396,B00004YA6N
5397,B000050IMY
5398,B000050NS4
5399,B000053GSK
5400,B000053SNQ
5401,B000059H70
5402,B0002MINU0
5403,B0002S64ZA
5404,B00064AME4
5405,B0006FFRSE
5406,B0006J28C8
5407,B0006SSQZ2
5408,B0007US8C0
5409,B0007UQ264
5410,B00082ZROO
5411,B0009A40JI
5412,B0009IWFME
5413,B0009IW8DK
5414,B0009TPBT2
5415,B000A6T1ZE
5416,B000B5XP0G
5417,B000B5XP24
5418,B000C8STWQ
5419,B000CCD20G
5420,B000CQQI9E
5421,B000E0LLFO
5422,B000E1NXBS
5423,B000E1P29Y
5424,B000E3XCOY
5425,B000E97HUS
5426,B000F2CADS
5427,B000FJTV9C
5428,B000FKO3RQ
5429,B000FUTV1O
5430,B000GY8Z2K
5431,B000H30CHG
5432,B000H5V8CM
5433,B000HT3862
5434,B000HXDWGE
5435,B000HXDWO6
5436,B000I7KHJ4
5437,B000JRYP0U
5438,B000KTCCQG
5439,B000LPS470
5440,B000LV6VYM
5441,B000N2HDIW
5442,B000PGTNE8
5443,0767817664
5444,0780020855
5445,0783115539
5446,0783241569
5447,1562196308
5448,156949407X
5449,1572522747
5450,1572522445
5451,6302088593
5452,6302091632
5453,6302241359
5454,6302287383
5455,6302969697
5456,6302980984
5457,6304005962
5458,6304053622
5459,6304152469
5460,630447587X
5461,6304476434
5462,6304494416
5463,7799437278
5464,7885142876
5465,B000003NDA
5466,B00000F4IS
5467,B00000F50O
5468,B00000F9YK
5469,B00000K0DV
5470,B00005JKTE
5471,B00005JLIC
5472,B00005JNHY
5473,B00005MEPE
5474,B00005NBDK
5475,B00006ADDE
5476,B00006II6N
5477,B00006IUFQ
5478,B00006JDRW
5479,B00006JDUR
5480,B00006L916
5481,B00006LPBO
5482,B00008G8BH
5483,B00008G8MC
5484,B00008RH0U
5485,B00009AV94
5486,B00009VPHM
5487,B00009XN37
5488,B0000CBY1V
5489,B0001AW0HU
5490,B0001LJCI4
5491,B0001Y4JMU
5492,B0001Y4LMS
5493,B00023GFUY
5494,B00028G6P8
5495,1573303585
5496,630015386X
5497,630027182X
5498,6301006798
5499,6301643410
5500,6301718941
5501,6303095216
5502,630356822X
5503,630368677X
5504,6304680465
5505,6304645635
5506,6304735677
5507,6304844948
5508,6305074011
5509,6305340382
5510,6305399379
5511,B00003CXN4
5512,B00003CWT6
5513,B00003L9BA
5514,B00004SPFH
5515,B00004VVOV
5516,B00004Y7CX
5517,B00004YZGS
5518,B000053VF8
5519,B000059H6L
5520,B00005AB6E
5521,B0002VEX5K
5522,B00030B362
5523,B00062IESM
5524,B0007OP1HQ
5525,B0007RUSL2
5526,B0007XB590
5527,B0007Y3Y20
5528,B00094ARIW
5529,B00094AQVA
5530,B0009HBPEO
5531,B0009KQP7S
5532,B0009OL8BC
5533,B0009S2KJC
5534,B0009X77FY
5535,B0009YU93U
5536,B000ADS62Q
5537,B0006V8PXC
5538,B000BAGJL8
5539,B000BKVL9S
5540,B000BRMMGW
5541,B000BT96E6
5542,B000C05Y22
5543,B000C5HSJY
5544,B000E1YW1I
5545,B000E3L7BO
5546,B000F9T71O
5547,B000FBH3WM
5548,B000FC2HR2
5549,B000FWHW6I
5550,B000H6SY2I
5551,B000IY02W4
5552,B000IZJR0G
5553,B000JMK6OO
5554,B000KHX72G
5555,B000BKDNTY
5556,B000LQFHC4
5557,B000LXHFNG
5558,B000MQ55WK
5559,B000OCZA0O
5560,B000OIOOVO
5561,B000OU28J2
5562,0782008372
5563,0792844718
5564,6301967828
5565,6301969316
5566,6302020816
5567,6302658349
5568,6302763908
5569,6302753198
5570,6302990033
5571,6304345046
5572,6304500726
5573,6305835551
5574,B00000F4W8
5575,B000035P56
5576,B00005AVZQ
5577,B00005B1VL
5578,B00005IAUJ
5579,B00005JKZY
5580,B00005LC1E
5581,B00005M2FI
5582,B00005NGT4
5583,B00005Y6YJ
5584,B0000639JY
5585,B000065B05
5586,B000065U3P
5587,B000068V9S
5588,B00006FMDU
5589,B00006RZ2Z
5590,B00007AJE5
5591,B00007J6DM
5592,B00007LVCR
5593,B00008AOV0
5594,B00008HCA1
5595,B00008KDGZ
5596,B00009KU7V
5597,B00009RXI7
5598,B0000EYV7E
5599,B00012SZDG
5600,B00013A0GK
5601,B00018D418
5602,B0001FGBZM
5603,B0001L11LA
5604,B0001M3MXY
5605,B0002F6BRY
5606,B0002KPHWE
5607,6300248488
5608,630021673X
5609,6300251217
5610,6300248569
5611,6300270270
5612,6301021029
5613,6301095200
5614,6301505638
5615,6301763424
5616,6303111629
5617,6303251390
5618,6303295282
5619,6303662560
5620,6303686788
5621,6303686745
5622,6303853226
5623,6305067155
5624,6305122725
5625,6305438137
5626,6305693498
5627,B000056BOW
5628,B0002PYFZ4
5629,B0002VEUTY
5630,B00049QQI2
5631,B0006212IQ
5632,B00065EB18
5633,B0006SSNKA
5634,B000742G0G
5635,B0007VY562
5636,B0007XBMNO
5637,B0009CTTMO
5638,B0009VY0OM
5639,B0009ZE9DK
5640,B000A6T1X6
5641,B000A7BQTC
5642,B000A7B8ZY
5643,B000ADWCX0
5644,B000AYEL38
5645,B000BBOU5O
5646,B000BPL2EW
5647,B000E3L7FK
5648,B000E8QV74
5649,B000EDWLVE
5650,B000EIVX4U
5651,B000EOTVGG
5652,B000EOTTS6
5653,B000EQ5V86
5654,B000F4RHRK
5655,B000F7CECA
5656,B000FKO3US
5657,B000FVQYUO
5658,B000GUJYGK
5659,B000HC2LTE
5660,B000HC2LGW
5661,B000HT37MW
5662,B000I9Z2CY
5663,B000IY07EC
5664,B000IZK7X2
5665,B000JJ4WEW
5666,B000JU8HGA
5667,B000KF0NFW
5668,B000LC3IB0
5669,B000LRZHRI
5670,B000LW7N6G
5671,B000M6Q06A
5672,630594444X
5673,B000NIBUP8
5674,B000NO240W
5675,B000NQRV8U
5676,B000O599VW
5677,B000OCY7V2
5678,B000OXAA76
5679,B000P6R5SY
5680,0780022319
5681,0784011249
5682,0790743213
5683,0792838955
5684,6301805615
5685,6301954890
5686,6301964411
5687,6301917588
5688,6302113156
5689,6302180201
5690,6302413850
5691,6302484499
5692,6302690420
5693,6302717612
5694,6302681634
5695,6302763924
5696,6302800471
5697,630392994X
5698,6304114583
5699,6304286503
5700,6304304285
5701,6304372396
5702,6304369220
5703,6304429207
5704,6305824584
5705,7880713352
5706,9089709339
5707,B0000039D3
5708,B00000F8LY
5709,B00005KA70
5710,B00005OCQX
5711,B00005UQ9F
5712,B00005V0XH
5713,B00005Y729
5714,B0000648X3
5715,B00006JMS0
5716,B00006JY50
5717,B00006JY63
5718,B0000714DV
5719,B00007G1XJ
5720,B00007J5VQ
5721,B00007L4NG
5722,B00008EY7H
5723,B00009AV7P
5724,B0000ALPFK
5725,B0000YEEWQ
5726,B0000YTP02
5727,B00013EY6W
5728,B0001KL5HQ
5729,B0001Z3IPS
5730,B00020HB14
5731,B0002183ZQ
5732,B00022EEDK
5733,B0002A0E18
5734,5553799260
5735,6301066162
5736,6301216237
5737,6301221486
5738,6301231848
5739,6301421191
5740,6303046444
5741,6303139663
5742,6303247830
5743,6303257690
5744,6303544584
5745,630468682X
5746,6304686218
5747,6304960670
5748,6305232725
5749,6305272131
5750,630553201X
5751,6305502560
5752,B00003L9CO
5753,B000053SOF
5754,B0002MFGDW
5755,B0002VEWW4
5756,B00065AXW4
5757,B000667GWI
5758,B0006U5UTU
5759,B0006ZIED4
5760,B00079RC00
5761,B0007R4TIU
5762,B0007V6ITE
5763,B0007Y9JD8
5764,B00094AS5O
5765,B0009K7R20
5766,B0009S2KEM
5767,B0009X77JA
5768,B000A1INHQ
5769,B000A6T1PE
5770,B000AA4FCE
5771,B000B6CO3O
5772,B000B9EYFW
5773,B000BITUWA
5774,B000BM7YXI
5775,B000BPJJHE
5776,B000CFYAMC
5777,B000CNE0RO
5778,B000E3LGE2
5779,B000E3LGDI
5780,B000E8M0SS
5781,B000E8JO2S
5782,B000EDWLXC
5783,B000EULSS4
5784,B000FBDX62
5785,B000FBFZ2M
5786,6304012462
5787,B000FL7CB4
5788,B000FSMEDS
5789,B000H5VACU
5790,B000HC2PLS
5791,B000KRNKOG
5792,B000LC4CUG
5793,B000LMPM6E
5794,B000LPS2VI
5795,B000LW7L22
5796,B000MQ4WYC
5797,B000MTOM3U
5798,B000MZGN2M
5799,B000NA21XQ
5800,B000NJISJ8
5801,B000NOKFGW
5802,B000O1716Q
5803,B000O76PXK
5804,B000P7V6W4
5805,B000PGTNFM
5806,0780621638
5807,0783235615
5808,0792102320
5809,1572522380
5810,1572523255
5811,630191029X
5812,6301967569
5813,6301977963
5814,6302161592
5815,6302534372
5816,6302794404
5817,6303994903
5818,6304057679
5819,6304053290
5820,6304361025
5821,6305816689
5822,6305840008
5823,8379891716
5824,B0000039D5
5825,B00002SWEC
5826,B00005JM3G
5827,B00005N8AN
5828,B00005PJ73
5829,B00005QTCI
5830,B00005QW6I
5831,B00005U1TQ
5832,B00005U8EB
5833,B00005UM1W
5834,B00005YUO9
5835,B0000631A8
5836,B000066C9Y
5837,B000068TPC
5838,B00006AUH1
5839,B00006L94C
5840,B00006RCL9
5841,B0000714CQ
5842,B00007KK1E
5843,B00008AOVY
5844,B00008G6EZ
5845,B00008G96A
5846,B00008J2FW
5847,B0000A98ZQ
5848,B0000D1FGK
5849,B0001ME5GW
5850,B0001WTWPQ
5851,B00022PZ56
5852,157347049X
5853,157848300X
5854,6300274195
5855,630306678X
5856,6303082726
5857,6303082769
5858,6303120474
5859,6303257712
5860,6303442358
5861,6303451144
5862,6305126089
5863,6305186359
5864,6305197059
5865,6305268134
5866,6305772215
5867,B00004U3UK
5868,B00004W204
5869,B00004WG4J
5870,B000051S64
5871,B00005ABUB
5872,B00067HP9G
5873,B00068NVL6
5874,B0006TPE4M
5875,B0007ZD6Z4
5876,B00097DNVW
5877,B0009G4L50
5878,B0009KA8JO
5879,B0009S2KCY
5880,B0009YYVDY
5881,B000AC7P3S
5882,B000B6TT64
5883,B000BCXZV8
5884,B000BP86Y6
5885,B000BRFELM
5886,B000E8LQWY
5887,B000EHSVJ6
5888,B000GBEWKW
5889,B000GETU92
5890,B000H61X62
5891,B000HDRBAW
5892,B000IONJI8
5893,B000J0QJ24
5894,B000JJRYDI
5895,B000JU8H6U
5896,B000JVSUXO
5897,B000KGGZZ8
5898,B00006423P
5899,B000LRZHOG
5900,B000MTOM94
5901,B000NDI3OE
5902,B000NIWI9A
5903,B000O76TUY
5904,0849986761
5905,1401926436
5906,1571324127
5907,6301967801
5908,6301964314
5909,6302032253
5910,6302482879
5911,6302491894
5912,6302554721
5913,6302779480
5914,6302805406
5915,6304008716
5916,6304137168
5917,6304239351
5918,630428540X
5919,6304326289
5920,6304253249
5921,6304449372
5922,6305837562
5923,B00000IXPN
5924,B00000IXOF
5925,B00000JKNV
5926,B00000JS7S
5927,B00002AFX6
5928,B00002SSKU
5929,B00002VW6G
5930,B000031VPT
5931,B00005ASUS
5932,B00005R24I
5933,B000065U3K
5934,B000066IXV
5935,B000067J11
5936,B000077VTB
5937,B00008EY6N
5938,B00008WJCJ
5939,B00008YLVB
5940,B00009YXGW
5941,B0000A02YC
5942,B00018HU5Y
5943,B0001EYT52
5944,B0001LYFKO
5945,B0001WDLN0
5946,B00021KLVU
5947,B0002F6B0G
5948,B0002HVE56
5949,1573305588
5950,1574927302
5951,0005164850
5952,5555084080
5953,6300249816
5954,6300270106
5955,6301476166
5956,6301770986
5957,6303072607
5958,6303092012
5959,6303201261
5960,6303222560
5961,6303257178
5962,630325764X
5963,6303419658
5964,6303421016
5965,6303450199
5966,630341642X
5967,6303467857
5968,630348364X
5969,630383258X
5970,6304479786
5971,6304610599
5972,6304763573
5973,6305006571
5974,6305120080
5975,6305134936
5976,6305473455
5977,630579104X
5978,B00003CXHM
5979,B00004RERO
5980,B00004S896
5981,B00004T6FK
5982,B00005094J
5983,B0000541XC
5984,B000056OCJ
5985,B000059ZXX
5986,B00005A0Q0
5987,B0002T7YYO
5988,B0002Y69LI
5989,B00061QJSK
5990,B00065GVIY
5991,B0006Q9428
5992,B0006U5VAI
5993,B0006UEW0S
5994,B00074CBF6
5995,B00079HZY8
5996,B0007P0XJQ
5997,B0007TO8TS
5998,B0009E32SO
5999,B000A59POM
6000,B000A5044C
6001,B000A6T230
6002,B000ARXF7I
6003,B000ARXG90
6004,B000B66H28
6005,B000BT98Z8
6006,B000E6FVXG
6007,B000E8N8M0
6008,B000EHQ7JC
6009,B000EMG918
6010,B000ERVJI6
6011,B000F1HX1I
6012,B000F3UACA
6013,B000FVMSMM
6014,B000GETTJI
6015,B000H5U5V2
6016,B000H5U5YY
6017,B000H6SXM4
6018,B000HEVZAI
6019,B000HRMATA
6020,B000HT3PPQ
6021,B000LPR69M
6022,B000MV9OBS
6023,B000MV9O7C
6024,B0007VNPDQ
6025,B000PGTPH8
6026,0780627822
6027,0964278928
6028,1572525959
6029,6301797973
6030,6302113253
6031,6302041104
6032,6302240980
6033,630232811X
6034,6302559308
6035,6302969581
6036,6303878326
6037,6304059647
6038,630408434X
6039,6304091990
6040,6304208219
6041,6304346166
6042,6304409346
6043,6304410492
6044,6304383657
6045,6305784876
6046,630560939X
6047,6305891508
6048,6306010971
6049,B000003KDD
6050,B00005BKZH
6051,B00005IAQB
6052,B00005JNBQ
6053,B00005JP97
6054,B00005QW9U
6055,B00005R24L
6056,B00005TNFY
6057,B00005U8EL
6058,B00005Y71V
6059,B00005YUNE
6060,B000065U1J
6061,B000067A3R
6062,B000067J0G
6063,B000068TSB
6064,B00006JDTN
6065,B00006JU6Z
6066,B00006JU81
6067,B00006JU9I
6068,B00006LPAY
6069,B00007E1WX
6070,B00008AOX5
6071,B00008CMSW
6072,B00008DP18
6073,B00008G8YT
6074,B00008L3MI
6075,B00008R9M2
6076,B0000AI429
6077,B0000C0FC0
6078,B0000DD77R
6079,B0000UX52K
6080,B0000VV4OK
6081,B00014K5Y6
6082,B0001WTVKW
6083,B0002DRDCS
6084,B0002ERWRS
6085,1573309966
6086,6300208044
6087,6300213927
6088,6300216454
6089,6301008618
6090,6301239598
6091,6301415396
6092,6301587383
6093,630172058X
6094,6301793196
6095,6303050085
6096,630311539X
6097,6303159923
6098,6303481302
6099,630363642X
6100,6303686834
6101,6304612702
6102,6304989199
6103,6305150109
6104,6305191875
6105,6305469849
6106,6305609942
6107,B00003JRAV
6108,B00004XQN3
6109,B000050ILE
6110,B00005ALOU
6111,B0002M5U6A
6112,B0002PYSTW
6113,B0002S64UK
6114,B0007YD27W
6115,B0009IW91G
6116,B0009UVCQC
6117,B0009W5IMO
6118,B000A1IL1E
6119,B000B41HCK
6120,B000B5IPEC
6121,B000BITVMY
6122,B000C1VB8M
6123,B000E1ZB6I
6124,B000EULJZ6
6125,B000FP2P94
6126,B000HC2LMG
6127,B000I0RNSY
6128,B000IU3810
6129,B000JU7JGY
6130,B000KGGIV4
6131,B000KHJGXK
6132,B000KHME7U
6133,B000KLQULW
6134,B000LMBLZA
6135,B000O76TT0
6136,B000P0J04W
6137,B000PC72FO
6138,0792843967
6139,0793927536
6140,6302168406
6141,630225678X
6142,6302299489
6143,6302678846
6144,6302717256
6145,6302986338
6146,6303954278
6147,6303948871
6148,6303962459
6149,6304078102
6150,6304091192
6151,6304239181
6152,6304258763
6153,630428683X
6154,630585808X
6155,7883639161
6156,B000005QRV
6157,B000006F1T
6158,B00000IBOE
6159,B00000IPHK
6160,B00000JNBX
6161,B00000JYWZ
6162,B00005JCA8
6163,B00005JLS5
6164,B00005JO2W
6165,B00005NGEB
6166,B00005OM5N
6167,B00005QJK2
6168,B00005R87L
6169,B000060MWM
6170,B000067A8U
6171,B000068QL8
6172,B000079DND
6173,B00007AJE3
6174,B00007JGF9
6175,B00007L4NM
6176,B0000A2ZPZ
6177,B0000DZ6N3
6178,B0000ZMH92
6179,B00014NE9Y
6180,B00014NE6C
6181,B0001GH7MC
6182,B0002KVUJS
6183,6300129373
6184,6300198413
